Sequence,Stop Name,Stop Coordinate,Check Time,Log Coordinate,Distance,S
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 04:31:22,"3.1113254, 101.6123996",80 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-05 04:32:16,"3.1091183, 101.6114317",173 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-05 04:47:56,"3.1015817, 101.6128367",153 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 04:50:56,"3.1101067, 101.6162717",155 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 04:14:45,"3.1112033, 101.6120069",100 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-05 04:16:43,"3.108715, 101.6113667",116 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-05 04:19:03,"3.1074383, 101.6068967",72 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-05 04:19:33,"3.1092833, 101.60534",185 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-05 04:20:13,"3.1094633, 101.60066",129 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-05 04:20:38,"3.1094117, 101.5963033",78 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-05 04:22:38,"3.1015217, 101.59839",180 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-05 04:23:28,"3.101995, 101.6004933",35 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-05 04:23:43,"3.1032889, 101.6004241",31 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-05 04:24:13,"3.1046933, 101.6002867",57 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-05 04:25:58,"3.1053083, 101.6060917",136 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-05 04:26:33,"3.103375, 101.6068767",33 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-05 04:26:53,"3.1018167, 101.6058967",95 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-05 04:27:28,"3.0992217, 101.604115",192 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-05 04:28:08,"3.0971933, 101.604685",13 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-05 04:28:43,"3.09681, 101.6051433",43 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-05 04:29:03,"3.0960533, 101.6061267",16 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-05 04:29:38,"3.09851, 101.6071533",54 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-05 04:30:43,"3.1023133, 101.6080967",161 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-05 04:31:33,"3.1017917, 101.6115967",194 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-05 04:33:08,"3.1029067, 101.6164383",187 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-05 04:34:08,"3.1079, 101.61623",85 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-05 04:34:33,"3.1096183, 101.616925",54 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 04:14:45,"3.1112033, 101.6120069",100 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-05 04:16:43,"3.108715, 101.6113667",129 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-05 04:31:53,"3.10178, 101.6130067",137 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 04:34:38,"3.1098583, 101.61658",197 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 04:06:50,"3.1107249, 101.6126878",8 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-05 04:09:20,"3.1085567, 101.6113383",99 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-05 04:10:35,"3.1017183, 101.6150283",189 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-05 04:11:25,"3.1015017, 101.6109383",176 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-05 04:42:35,"3.110655, 101.6180783",192 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 04:06:50,"3.1107249, 101.6126878",8 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-05 04:09:20,"3.1085567, 101.6113383",111 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-05 04:09:45,"3.105935, 101.6108067",108 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-05 04:10:30,"3.102195, 101.6150517",120 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-05 04:11:35,"3.1004367, 101.6109767",99 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-05 04:11:55,"3.0976117, 101.6109383",87 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-05 04:13:15,"3.0922033, 101.61092",53 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-05 04:13:50,"3.08954, 101.612895",174 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-05 04:14:55,"3.0894867, 101.61488",68 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-05 04:16:00,"3.0924267, 101.6155267",149 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-05 04:16:45,"3.0950267, 101.617275",44 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-05 04:22:45,"3.0948, 101.6274183",179 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-05 04:23:10,"3.0960383, 101.6296783",105 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-05 04:23:35,"3.0968883, 101.632265",181 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-05 04:24:00,"3.0998383, 101.63235",93 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-05 04:24:25,"3.1014067, 101.6314783",93 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-05 04:25:10,"3.1022817, 101.629445",131 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-05 04:25:55,"3.1039767, 101.6265733",90 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-05 04:26:20,"3.1056267, 101.6259333",142 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-05 04:27:30,"3.1087367, 101.6246867",198 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-05 04:31:25,"3.1111767, 101.6222183",141 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-05 04:34:45,"3.1128633, 101.6201667",125 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-05 04:35:10,"3.11459, 101.621215",88 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-05 04:35:25,"3.1161633, 101.6224883",126 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-05 04:36:55,"3.117855, 101.6242683",133 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-05 04:37:25,"3.12009, 101.6227233",121 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-05 04:39:30,"3.1178317, 101.62002",116 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-05 04:42:20,"3.112145, 101.6192267",136 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 04:45:10,"3.1101067, 101.6162017",147 meter,32
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-05 04:28:11,"3.1102933, 101.6178217",151 meter,Sequence
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 04:29:31,"3.110675, 101.6142",161 meter,23
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-05 04:25:01,"3.1181817, 101.6196333",173 meter,Sequence
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-05 04:26:11,"3.1164017, 101.621875",133 meter,30
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-05 04:26:51,"3.1140517, 101.6208783",33 meter,31
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-05 04:27:51,"3.1120183, 101.619215",124 meter,26
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 04:29:11,"3.1100483, 101.6163517",165 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 04:29:36,"3.1107783, 101.6135283",87 meter,33
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 04:00:30,"3.1114115, 101.6129332",82 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-05 04:01:55,"3.1087883, 101.611345",124 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-05 04:03:20,"3.10744, 101.6079283",173 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-05 04:04:25,"3.1093867, 101.60481",125 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-05 04:04:55,"3.1094683, 101.6009083",157 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-05 04:05:25,"3.1094217, 101.5964267",84 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-05 04:07:50,"3.1014267, 101.5983183",189 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-05 04:08:40,"3.1022317, 101.6004383",9 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-05 04:08:50,"3.1032617, 101.6004117",34 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-05 04:09:25,"3.10484, 101.6002933",48 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-05 04:11:00,"3.1053217, 101.605715",175 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-05 04:12:00,"3.1030983, 101.6066933",7 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-05 04:12:15,"3.1020767, 101.6060317",128 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-05 04:13:20,"3.098725, 101.6037417",155 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-05 04:13:50,"3.0970933, 101.6047283",6 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-05 04:14:00,"3.0968283, 101.6051167",47 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-05 04:14:15,"3.096245, 101.60592",45 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-05 04:14:55,"3.0975167, 101.6070767",164 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-05 04:17:10,"3.10193, 101.6086533",86 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-05 04:17:45,"3.10156, 101.6121717",129 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-05 04:19:25,"3.1029967, 101.616525",177 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-05 04:20:35,"3.1080467, 101.6162517",69 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-05 04:20:50,"3.10928, 101.6169917",85 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 04:00:30,"3.1114115, 101.6129332",82 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-05 04:01:55,"3.1087883, 101.611345",135 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-05 04:17:55,"3.101565, 101.6130233",132 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 04:21:10,"3.1098983, 101.6165417",191 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:46:24,"3.1111406, 101.6128603",51 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-05 03:47:56,"3.1091883, 101.6114733",170 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-05 03:49:21,"3.1015, 101.6149333",178 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-05 03:50:06,"3.1015567, 101.61099",182 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-05 04:21:31,"3.1100383, 101.617615",122 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:46:24,"3.1111406, 101.6128603",51 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-05 03:47:56,"3.1091883, 101.6114733",182 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-05 03:48:21,"3.106115, 101.6107633",121 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-05 03:49:11,"3.1025333, 101.6150667",148 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-05 03:50:16,"3.10066, 101.6109183",124 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-05 03:50:36,"3.0977733, 101.6109333",105 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-05 03:52:51,"3.0935083, 101.6109",197 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-05 03:53:46,"3.0884983, 101.6130267",127 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-05 03:55:06,"3.0897067, 101.6149817",45 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-05 03:55:56,"3.0924567, 101.6150121",195 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-05 03:56:46,"3.0949367, 101.617195",58 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-05 04:01:56,"3.0946733, 101.6273583",183 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-05 04:02:21,"3.0957967, 101.62898",187 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-05 04:03:31,"3.09737, 101.6322733",128 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-05 04:03:56,"3.1002783, 101.6323633",50 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-05 04:04:16,"3.1013683, 101.6315883",105 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-05 04:05:11,"3.10308, 101.6294383",49 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-05 04:05:31,"3.1041, 101.6274233",182 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-05 04:06:26,"3.1064483, 101.6257533",57 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-05 04:07:26,"3.1087316, 101.6246817",198 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-05 04:09:31,"3.1114033, 101.621935",100 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-05 04:12:46,"3.1127659, 101.620234",132 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-05 04:13:16,"3.11461, 101.6212633",83 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-05 04:14:06,"3.11668, 101.6229317",52 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-05 04:15:16,"3.1184133, 101.6240983",69 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-05 04:15:36,"3.1200383, 101.62267",120 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-05 04:16:51,"3.118265, 101.6194817",192 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-05 04:21:11,"3.1119433, 101.6190933",110 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 04:23:26,"3.1100283, 101.6163283",164 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:42:31,"3.1112922, 101.6118768",117 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-05 03:43:58,"3.1086517, 101.6113283",109 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-05 03:44:38,"3.1074067, 101.60794",175 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-05 03:45:48,"3.1092833, 101.6052867",179 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-05 03:46:18,"3.10949, 101.6012683",197 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-05 03:46:38,"3.1094883, 101.5975417",183 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-05 03:49:13,"3.1015667, 101.5994867",59 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-05 03:49:43,"3.1019083, 101.6005017",45 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-05 03:49:53,"3.10305, 101.6004483",57 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-05 03:50:03,"3.1044417, 101.6003367",75 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-05 03:51:28,"3.1053167, 101.60596",150 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-05 03:52:13,"3.10385, 101.6071533",93 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-05 03:52:43,"3.1017083, 101.6058783",84 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-05 03:53:23,"3.09836, 101.6035117",139 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-05 03:53:53,"3.0970933, 101.604745",4 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-05 03:54:03,"3.0966617, 101.6053533",15 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-05 03:54:13,"3.0962706, 101.6058504",53 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-05 03:54:53,"3.0975333, 101.6071217",162 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-05 03:55:58,"3.1021233, 101.608365",125 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-05 03:56:38,"3.101565, 101.6123017",114 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-05 03:57:48,"3.1029467, 101.616475",183 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-05 03:58:53,"3.1071467, 101.6162517",166 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-05 03:59:18,"3.1093433, 101.617035",83 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:42:31,"3.1112922, 101.6118768",117 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-05 03:43:58,"3.1086517, 101.6113283",120 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-05 03:56:43,"3.1015567, 101.6127683",160 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 03:59:33,"3.1100267, 101.6163217",163 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:28:25,"3.1107249, 101.6126878",8 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-05 03:29:51,"3.108385, 101.6112133",78 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-05 03:31:11,"3.1074033, 101.6073067",111 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-05 03:32:06,"3.1093083, 101.6049967",146 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-05 03:32:41,"3.10946, 101.600035",60 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-05 03:33:01,"3.1094533, 101.5971267",141 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-05 03:35:26,"3.1015617, 101.598555",162 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-05 03:36:36,"3.10252, 101.6004233",25 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-05 03:36:41,"3.103055, 101.6004483",57 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-05 03:36:56,"3.1045817, 101.6004083",58 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-05 03:38:36,"3.1053383, 101.6059717",149 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-05 03:39:26,"3.10316, 101.6067033",8 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-05 03:39:41,"3.1020567, 101.6060383",126 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-05 03:40:41,"3.0989433, 101.60391",168 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-05 03:41:21,"3.0968433, 101.6051083",48 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-05 03:41:26,"3.0966217, 101.6054333",5 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-05 03:41:56,"3.0962033, 101.6059117",44 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-05 03:43:16,"3.0982617, 101.6070983",81 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-05 03:44:51,"3.10208, 101.6084367",115 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-05 03:45:41,"3.1015217, 101.6117567",175 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-05 03:47:01,"3.1028767, 101.6164133",191 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-05 03:48:06,"3.10781, 101.61627",94 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-05 03:48:21,"3.1092917, 101.61708",91 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-05 03:28:25,"3.1107249, 101.6126878",8 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-05 03:29:51,"3.108385, 101.6112133",88 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-05 03:45:51,"3.1015517, 101.61245",196 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-05 03:48:36,"3.11004, 101.61635",166 meter,4
